kyc_verified,account_age_days,transaction_amount,channel,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value,day,day_of_week,month,log_amount,cust_txn_count,cust_avg_amount,cust_max_amount,cust_min_amount
Yes,1774,148867.0,4,0,2,0,1,183648,1,0,2,7,4,1,8,4,8,11.910815286240656,11,211019.36363636365,484869.0,4598.0
Yes,2896,311868.0,0,1,2,0,1,57450,3,0,5,14,1,1,4,1,3,12.650338506825904,10,184280.6,472386.0,7355.0
Yes,3535,58660.0,1,0,1,1,1,148921,3,0,15,17,5,1,8,5,2,10.979530389777885,8,304866.375,446538.0,58660.0
Yes,1045,245734.0,4,0,0,2,0,152920,3,0,8,13,3,1,7,3,8,12.412008998506662,15,206090.33333333334,440026.0,4582.0
No,863,175174.0,1,0,2,1,0,165868,3,0,17,1,4,1,13,4,6,12.073540753238735,15,167101.4,439913.0,1486.0
Yes,2175,477326.0,2,0,2,1,0,19955,4,0,10,10,3,1,23,3,1,13.07595706959017,11,321178.2727272727,477326.0,96652.0
Yes,3339,298908.0,4,0,0,0,1,185593,2,0,9,5,0,1,6,0,1,12.607894458223537,5,301297.6,463070.0,209076.0
No,2307,15540.0,1,0,3,0,0,170865,4,0,2,2,2,0,27,2,8,9.651236971915612,19,178016.15789473685,486767.0,6115.0
Yes,2430,75393.0,0,0,0,2,1,89052,5,0,11,13,0,1,28,0,7,11.230482975232924,4,176982.5,297418.0,75393.0
Yes,326,255244.0,1,0,0,0,1,46616,4,0,2,16,6,1,15,6,6,12.449979147196462,14,219296.07142857142,461700.0,6900.0
Yes,132,354265.0,4,0,2,0,0,120961,1,0,16,2,1,1,15,1,4,12.777803322376311,8,173292.875,473776.0,1740.0
Yes,3646,420980.0,2,0,1,1,2,40984,2,0,4,1,5,1,8,5,2,12.95034298100477,8,231443.5,420980.0,22724.0
Yes,1329,237984.0,2,0,2,2,1,161787,0,0,17,4,5,1,9,5,8,12.379962925457356,16,170092.5625,498651.0,5210.0
No,437,135422.0,4,0,2,2,2,82138,0,0,9,15,6,1,22,6,6,11.816158492095097,13,179875.0,435338.0,32194.0
Yes,2471,481931.0,0,0,1,2,2,134976,2,0,12,3,2,1,6,2,8,13.085558304242008,5,328204.8,481931.0,204098.0
No,3836,107409.0,0,0,3,1,1,168832,0,1,5,19,5,1,14,5,6,11.584408566592092,11,89967.54545454546,383041.0,6820.0
Yes,59,264810.0,0,0,0,1,2,101147,2,0,3,9,5,1,22,5,2,12.486771642967694,12,275280.8333333333,494940.0,35322.0
Yes,2389,428675.0,2,0,0,1,1,66142,1,0,6,18,6,1,19,6,1,12.968456667813912,13,244786.84615384616,499735.0,8121.0
No,3556,39131.0,0,0,1,1,0,46509,1,0,7,3,3,0,17,3,7,10.574695825577319,11,187848.27272727274,442459.0,12145.0
Yes,1593,155660.0,2,0,0,0,0,129324,4,0,4,23,5,1,19,5,4,11.955435844750742,11,275902.63636363635,491854.0,12954.0
Yes,1046,459810.0,4,0,2,0,2,30105,0,0,14,6,1,1,2,1,9,13.038570814470033,16,153505.125,499371.0,3331.0
Yes,3863,74217.0,4,0,1,1,1,111379,2,0,14,11,6,1,16,6,2,11.214761987336935,7,220512.0,486794.0,74217.0
Yes,492,451200.0,1,1,1,0,2,184777,1,0,2,14,0,1,7,0,4,13.019668195475587,5,332207.2,455452.0,188281.0
Yes,1009,432450.0,0,0,1,0,2,169141,4,0,15,17,2,1,23,2,4,12.977224304138042,4,333135.25,432450.0,191512.0
Yes,376,472833.0,2,0,0,0,0,121327,0,0,12,1,3,1,24,3,4,13.066499654502017,26,179229.34615384616,494538.0,8019.0
Yes,2770,252506.0,2,0,3,1,2,6080,0,0,14,19,6,1,10,6,8,12.43919425008556,9,199814.77777777778,484526.0,7246.0
Yes,2991,221020.0,0,0,2,1,2,115402,0,0,10,3,1,1,29,1,7,12.30601299860996,17,115035.0,481042.0,4036.0
Yes,521,188335.0,1,0,0,2,0,5900,1,0,3,4,2,1,14,2,5,12.145982880652262,11,212643.27272727274,424894.0,9251.0
Yes,912,180565.0,0,0,1,0,0,171215,1,0,2,18,6,1,18,6,5,12.103851640890577,15,157772.26666666666,457985.0,4886.0
Yes,3794,203250.0,0,0,3,0,2,96532,0,0,2,3,2,1,29,2,1,12.222196947447154,9,285733.44444444444,498162.0,48041.0
Yes,1365,255998.0,0,0,0,0,2,127819,1,0,11,22,3,1,6,3,2,12.45292881720407,16,105104.875,473379.0,3044.0
Yes,625,446971.0,2,0,2,0,1,107460,0,0,12,10,1,1,25,1,2,13.010251231812722,4,217340.25,446971.0,55148.0
Yes,2714,483562.0,2,0,1,2,1,39515,3,0,15,13,1,1,26,1,8,13.088936885283779,5,197936.8,483562.0,22820.0
Yes,410,403167.0,4,0,0,1,2,72213,1,0,12,8,2,1,22,2,1,12.907108627510356,10,279414.9,476122.0,93414.0
No,957,360692.0,0,0,0,0,0,146546,2,0,11,15,2,1,16,2,4,12.795782459994141,18,215515.22222222222,499554.0,2617.0
Yes,3704,9939.0,4,0,2,1,1,145609,1,0,14,2,2,0,25,2,6,9.20432229965062,4,153077.0,430443.0,9939.0
Yes,1266,254689.0,2,0,2,1,1,147739,0,0,5,5,6,1,27,6,7,12.447802398320063,11,241579.36363636365,433676.0,48614.0
Yes,3095,248682.0,1,1,1,0,0,89254,2,0,19,15,4,1,25,4,4,12.423934272006825,13,192605.61538461538,472704.0,2907.0
Yes,894,256902.0,2,0,3,0,2,43648,4,0,17,2,3,1,6,3,3,12.456453860725393,13,128657.92307692308,426357.0,4254.0
Yes,3996,139079.0,0,0,3,2,1,153106,2,0,15,22,1,1,25,1,3,11.842804586121797,11,225530.18181818182,404192.0,44618.0
Yes,2528,347883.0,4,0,0,2,1,123290,2,0,17,15,1,1,22,1,7,12.759624369855374,8,192066.375,369917.0,19698.0
No,773,21784.0,4,0,2,1,1,86578,1,0,12,1,0,0,5,0,5,9.988976938551543,20,156438.45,395441.0,3469.0
Yes,2338,263302.0,0,0,1,1,0,57379,5,0,8,17,5,1,15,5,2,12.481060739266814,8,265140.375,425997.0,124432.0
Yes,3356,397862.0,4,0,1,2,0,120394,2,0,15,21,3,1,22,3,5,12.893863003903364,19,145265.7894736842,487548.0,4610.0
Yes,2162,433377.0,4,0,0,2,0,66339,2,0,2,2,4,1,5,4,9,12.97936560537467,7,253377.57142857142,441140.0,23299.0
Yes,154,245051.0,4,0,1,0,0,30256,0,0,17,16,1,1,1,1,7,12.409225711904062,3,337765.6666666667,436898.0,245051.0
Yes,1814,131073.0,2,0,0,0,1,144255,1,0,10,21,0,1,23,0,6,11.783517328191719,7,172544.14285714287,365301.0,5324.0
Yes,1641,473713.0,1,0,2,0,2,181057,0,0,18,1,3,1,6,3,2,13.068359043045518,11,278504.0,495339.0,79246.0
Yes,2590,377240.0,1,0,1,1,0,142597,1,0,12,8,3,1,8,3,5,12.840639519486668,11,207495.45454545456,422989.0,24122.0
Yes,2471,437946.0,0,1,1,2,2,150287,4,0,1,9,4,1,4,4,4,12.98985317747073,14,258941.2142857143,471918.0,56102.0
Yes,2388,257196.0,1,0,0,0,2,93443,5,0,4,0,2,1,19,2,3,12.457597607202926,8,313633.25,482479.0,53954.0
Yes,3330,312725.0,2,0,0,1,1,148688,2,0,5,17,1,1,26,1,8,12.653082686775488,21,180690.47619047618,477399.0,2983.0
Yes,2067,54556.0,2,0,1,0,1,37244,1,0,3,6,4,1,24,4,1,10.90700130566835,7,211712.85714285713,409333.0,52255.0
No,1155,28101.0,1,0,1,0,2,125197,2,0,1,5,4,0,18,4,4,10.243596027166285,11,162496.18181818182,381831.0,3381.0
Yes,3487,357649.0,4,0,1,1,0,116572,2,0,7,0,4,1,1,4,8,12.78731013353653,11,274674.0,474530.0,76146.0
No,3229,1259.0,0,0,3,0,2,133696,3,0,12,16,5,0,12,5,7,7.138866999945524,13,232673.53846153847,493209.0,1259.0
Yes,3401,225124.0,4,0,1,1,2,169623,0,0,6,19,0,1,24,0,2,12.324411082478257,18,136289.83333333334,432643.0,3304.0
Yes,3002,363020.0,4,0,1,1,2,7676,5,0,17,8,1,1,22,1,7,12.802215962813339,7,161005.2857142857,443010.0,31875.0
Yes,1573,182481.0,1,0,3,0,0,91810,1,0,11,7,1,1,25,1,3,12.114406817003426,7,210493.7142857143,333268.0,122709.0
Yes,556,276026.0,2,0,1,1,1,196390,4,1,8,8,3,1,18,3,9,12.528253966001584,8,241932.375,471399.0,34797.0
Yes,1982,362334.0,0,0,3,0,0,150248,5,0,11,18,4,1,14,4,3,12.800324477240665,8,183614.875,417840.0,3455.0
Yes,3569,464241.0,4,0,2,1,1,45677,3,0,13,4,3,1,26,3,6,13.048161246971702,7,207768.0,464241.0,112286.0
Yes,3098,299023.0,2,0,3,2,2,111123,0,0,9,17,4,1,15,4,8,12.608279116710083,9,220149.77777777778,427228.0,15898.0
Yes,746,319341.0,4,0,0,0,1,1497,4,1,19,22,3,1,10,3,4,12.674017907791347,5,259818.0,419650.0,40252.0
No,605,221542.0,0,0,2,0,2,190902,4,0,5,19,3,1,13,3,2,12.308371980551865,14,213543.7142857143,414479.0,41971.0
Yes,1551,81678.0,2,0,0,1,1,175341,2,0,10,18,2,1,11,2,6,11.310552209864484,16,120499.25,499675.0,1112.0
No,2377,222721.0,2,0,2,1,1,120679,0,0,13,13,4,1,24,4,1,12.31367963597293,11,162496.18181818182,381831.0,3381.0
Yes,1104,124977.0,4,0,1,2,1,120903,3,0,5,21,3,1,3,3,4,11.73589300079462,8,266934.75,467030.0,71541.0
Yes,1000,54163.0,1,0,3,0,2,142803,1,0,3,0,5,1,15,5,3,10.899771760102714,12,149912.91666666666,423196.0,6889.0
No,874,442836.0,1,0,0,2,0,95787,1,0,17,7,5,1,4,5,1,13.000957035494672,11,274988.1818181818,442836.0,34059.0
Yes,2394,179612.0,4,0,2,1,1,120074,3,0,10,10,6,1,31,6,8,12.098559815304204,12,214720.58333333334,426090.0,33405.0
Yes,1320,17341.0,1,0,0,0,0,122009,2,0,17,10,2,0,19,2,3,9.760886583937106,14,283108.0,477013.0,17341.0
Yes,3027,325429.0,0,0,2,0,2,85947,2,0,6,16,6,1,11,6,5,12.692902663739943,7,205632.85714285713,352348.0,55741.0
Yes,1810,146542.0,4,0,1,0,2,110022,4,0,14,11,0,1,30,0,6,11.895074179730415,6,309390.1666666667,466004.0,146542.0
Yes,3295,95810.0,0,0,3,2,1,187537,0,0,9,14,1,1,12,1,8,11.470132779914321,14,186832.0,406500.0,3987.0
No,1339,291399.0,4,1,1,2,0,81644,4,0,5,11,5,1,12,5,7,12.582452172743242,3,373104.3333333333,454880.0,291399.0
Yes,3529,242817.0,4,0,0,0,1,193089,1,0,8,11,1,1,13,1,5,12.40006747051022,14,134698.64285714287,420787.0,3127.0
Yes,1325,386629.0,2,0,2,1,1,93193,3,1,16,15,4,1,21,4,2,12.86522344233181,11,240819.63636363635,489866.0,11912.0
Yes,1140,375862.0,2,0,2,2,0,94815,0,0,7,2,5,1,14,5,6,12.836979994274051,10,224235.2,401715.0,45367.0
No,2518,3103.0,2,0,3,0,0,27887,3,0,2,14,0,0,10,0,2,8.04044688130311,11,79979.63636363637,460821.0,2617.0
Yes,1107,352038.0,2,0,3,0,1,4590,0,0,9,12,1,1,11,1,3,12.771497243897416,17,242540.41176470587,481547.0,5543.0
Yes,2418,237316.0,0,0,3,1,1,121346,5,0,10,7,2,1,23,2,7,12.377152079133063,12,97332.5,272659.0,3628.0
No,1493,261162.0,2,0,1,0,2,156517,1,0,19,0,3,1,18,3,9,12.472900012445498,7,238184.85714285713,417357.0,121815.0
Yes,3195,176088.0,1,0,0,1,1,40739,1,0,4,7,2,1,30,2,4,12.078744828024506,11,313136.0,475182.0,97479.0
No,2583,98651.0,4,1,1,2,1,4243,5,0,13,11,5,1,5,5,4,11.499353784940133,2,173272.0,247893.0,98651.0
Yes,1808,38655.0,0,0,0,2,0,31424,0,0,2,21,5,0,19,5,7,10.562457281294487,12,262753.0,437634.0,18819.0
No,3757,238618.0,2,0,3,0,1,141768,2,0,19,6,4,1,1,4,8,12.382623416657452,15,209394.33333333334,484131.0,2546.0
No,3391,33290.0,4,0,0,1,2,130660,0,0,6,20,1,0,26,1,8,10.413042369168673,12,116407.58333333333,368400.0,4813.0
Yes,3872,51257.0,0,0,2,0,1,92315,1,0,16,15,2,1,21,2,5,10.844626982379674,15,151777.73333333334,466324.0,5900.0
Yes,2158,299999.0,0,1,1,2,2,105812,3,0,15,19,3,1,27,3,2,12.611537753638338,5,165994.2,499345.0,7696.0
Yes,3049,396304.0,0,0,0,0,2,69360,4,0,14,13,6,1,5,6,1,12.889939395803454,11,223745.9090909091,491346.0,13800.0
Yes,607,324734.0,4,0,3,2,1,172972,3,0,13,16,1,1,11,1,3,12.690764744089641,11,274988.1818181818,442836.0,34059.0
Yes,130,409962.0,0,0,2,2,0,80899,1,1,17,3,3,1,11,3,9,12.923822190705826,8,210369.25,409962.0,114224.0
Yes,2353,430240.0,0,0,3,2,1,49295,3,0,18,3,0,1,1,0,9,12.972100795784112,8,230392.875,430240.0,40271.0
No,1492,68169.0,1,0,1,2,1,52053,2,0,1,18,5,1,28,5,6,11.129759864356831,19,128574.78947368421,355731.0,5686.0
Yes,1706,286716.0,2,0,2,0,0,104476,2,1,4,13,0,1,12,0,5,12.56625094554432,9,175843.77777777778,331251.0,7286.0
Yes,3144,248960.0,0,0,2,1,0,155683,0,0,16,9,4,1,27,4,6,12.425051536673609,20,129172.3,487485.0,1776.0
Yes,2166,201226.0,4,0,1,2,2,114066,3,0,18,17,6,1,17,6,8,12.212188903035415,12,250295.91666666666,496483.0,108462.0
No,2797,400152.0,4,0,2,0,1,194655,3,1,10,15,5,1,4,5,1,12.899602252955642,9,244510.0,465226.0,2965.0
Yes,2017,250388.0,0,0,1,0,1,120468,1,0,8,12,2,1,23,2,4,12.430770987530682,11,167792.0,410479.0,1619.0
Yes,394,237805.0,1,0,0,1,2,62100,0,0,6,13,4,1,1,4,8,12.37921049420731,6,294754.6666666667,436953.0,49875.0
Yes,3947,477995.0,4,0,3,0,1,50522,0,0,17,9,5,1,5,5,7,13.077357643237743,10,189825.6,477995.0,3831.0
Yes,1542,243741.0,0,1,0,2,1,134771,3,0,5,17,1,1,25,1,2,12.40386556780867,10,173126.8,403223.0,3377.0
Yes,981,252175.0,2,0,2,2,0,51397,4,0,4,23,2,1,28,2,5,12.437882535415323,19,148513.42105263157,437419.0,4744.0
Yes,2477,359906.0,1,0,1,1,2,38538,3,0,4,11,2,1,8,2,1,12.793600943725156,20,136028.15,412466.0,1513.0
No,855,428836.0,2,0,1,2,0,123823,3,0,19,1,0,1,5,0,5,12.968832172329625,12,265289.5833333333,428836.0,144815.0
No,2879,337216.0,4,0,3,0,0,186610,3,0,9,18,3,1,1,3,5,12.728481919022903,9,232993.55555555556,408615.0,4109.0
Yes,922,284116.0,2,0,3,2,0,120778,2,0,13,9,2,1,17,2,9,12.557141404137234,5,197936.8,483562.0,22820.0
Yes,1063,189727.0,1,1,3,1,1,111554,5,0,7,1,2,1,13,2,8,12.153346746507093,18,137776.88888888888,493125.0,6108.0
Yes,1330,86701.0,4,0,3,2,0,8397,0,0,18,14,2,1,2,2,7,11.37023223055332,9,176066.11111111112,454742.0,23614.0
Yes,980,155367.0,4,0,0,2,0,65041,5,0,18,4,4,1,24,4,1,11.953551775505288,19,137165.26315789475,389335.0,3166.0
Yes,3790,221122.0,2,0,3,1,2,107468,2,0,17,22,3,1,17,3,7,12.306474386763185,17,140914.4705882353,441956.0,2913.0
Yes,3119,30423.0,4,0,0,2,0,15392,4,0,8,6,4,0,11,4,7,10.322987049608095,8,239258.125,490903.0,30423.0
Yes,3670,305419.0,1,0,0,1,0,139843,1,0,11,20,6,1,27,6,7,12.629443157507172,9,270073.44444444444,425671.0,57396.0
Yes,3165,425552.0,0,0,0,0,0,25315,4,0,6,1,2,1,10,2,9,12.961144778580646,16,264227.4375,482365.0,62519.0
Yes,574,53899.0,1,0,0,0,2,46112,0,1,8,20,2,1,30,2,7,10.89488575689709,13,176663.92307692306,480427.0,11161.0
Yes,3686,61662.0,0,0,2,2,0,164929,1,0,8,2,5,1,25,5,1,11.02943935416511,16,98038.25,309698.0,2649.0
Yes,1225,385451.0,0,0,2,0,1,16767,5,0,19,18,0,1,18,0,8,12.86217195061438,9,223358.44444444444,491266.0,16746.0
Yes,1754,127076.0,4,0,2,2,0,18768,4,0,15,8,3,1,16,3,1,11.752548480928217,10,291252.5,465202.0,7316.0
Yes,2423,12442.0,0,0,2,1,0,114963,0,0,19,19,6,0,3,6,8,9.428913494775632,9,214968.44444444444,369131.0,12442.0
Yes,2098,324015.0,0,0,2,1,0,145835,4,0,6,11,2,1,20,2,8,12.68854817627123,24,183487.875,492218.0,5651.0
Yes,1630,466096.0,1,0,2,1,2,95847,1,0,4,8,1,1,9,1,9,13.052149045953078,9,349059.22222222225,466096.0,135273.0
Yes,3336,459907.0,4,0,2,0,1,191232,1,0,7,13,6,1,25,6,5,13.038781748462611,10,238239.1,485708.0,14311.0
Yes,163,138352.0,4,0,3,0,2,197099,4,0,2,4,4,1,6,4,6,11.837563669114417,10,233252.5,422284.0,52779.0
Yes,1402,465260.0,0,0,3,0,0,194951,2,0,2,7,4,1,29,4,8,13.050353817427581,7,294590.28571428574,488300.0,37897.0
Yes,157,475886.0,1,0,1,2,0,95042,4,0,14,10,4,1,12,4,9,13.072935710072931,10,320759.2,487620.0,67890.0
Yes,1772,403776.0,0,0,0,2,0,172843,5,0,9,3,3,1,5,3,6,12.908618024348115,10,334585.3,478184.0,128810.0
Yes,1105,405735.0,2,0,2,1,2,67112,4,0,7,0,0,1,14,0,4,12.91345798077663,8,291108.375,480833.0,21328.0
Yes,3596,399087.0,2,0,2,2,0,138807,4,0,5,0,3,1,23,3,1,12.896937222932566,10,189886.3,444501.0,36360.0
Yes,3662,335453.0,2,0,2,0,2,89257,2,0,12,8,5,1,31,5,5,12.723240117200758,10,211769.2,473448.0,3935.0
Yes,3321,201954.0,1,0,0,1,0,147989,3,0,18,23,0,1,18,0,8,12.215800179288685,17,143164.9411764706,486106.0,3659.0
Yes,1005,127584.0,4,0,3,1,1,98575,1,0,19,21,6,1,22,6,6,11.756538088123778,18,243768.33333333334,493722.0,4546.0
Yes,3322,32381.0,0,0,1,0,2,35109,5,0,16,20,3,0,30,3,1,10.385357991846698,19,134633.73684210525,461184.0,3126.0
Yes,2840,194405.0,1,0,1,1,2,103285,0,0,12,11,3,1,27,3,3,12.177704034729716,11,286740.0,466380.0,129544.0
Yes,2246,84753.0,4,0,0,0,1,165474,1,0,6,10,2,1,13,2,8,11.347508221769042,11,180703.45454545456,331492.0,66732.0
Yes,821,408428.0,0,1,3,0,2,24145,1,0,1,5,2,1,15,2,1,12.920073371566529,7,240288.2857142857,408428.0,18721.0
Yes,801,492958.0,2,0,0,0,0,194445,3,0,12,0,1,1,11,1,2,13.108181285266282,5,276752.8,492958.0,76577.0
No,3143,453618.0,4,0,3,0,2,196130,1,0,11,6,3,1,20,3,3,13.025012917643659,13,146642.0,453618.0,6857.0
Yes,2641,438716.0,0,0,1,0,0,62733,1,0,11,23,2,1,22,2,1,12.99160983725831,7,312872.4285714286,438716.0,108825.0
No,3065,145158.0,2,0,0,0,1,111943,2,0,9,19,0,1,8,0,9,11.885584972353154,11,267660.45454545453,486448.0,9320.0
Yes,2487,292665.0,1,0,3,2,1,154973,2,0,2,13,3,1,3,3,7,12.586787306042222,17,198017.88235294117,479635.0,3039.0
Yes,817,182649.0,2,0,0,2,1,8271,2,0,8,21,5,1,18,5,1,12.115327032223428,17,251719.11764705883,483924.0,6639.0
Yes,2867,440747.0,0,0,3,1,1,172907,2,0,1,18,6,1,17,6,8,12.996228562530025,12,178914.5,499173.0,1533.0
No,1200,41048.0,4,0,2,2,2,199021,2,0,1,22,5,0,11,5,1,10.62252175404792,6,209557.0,444787.0,40131.0
Yes,222,262505.0,2,0,0,1,0,103101,5,0,12,9,1,1,29,1,4,12.478029217895452,18,82185.83333333333,490033.0,155.0
Yes,2378,205819.0,2,0,3,1,0,133514,0,0,4,5,3,1,17,3,4,12.234757279390083,4,170636.25,211956.0,118212.0
Yes,3476,42298.0,1,0,1,0,1,151960,3,0,1,9,2,0,3,2,9,10.652518724092985,15,151777.73333333334,466324.0,5900.0
Yes,2762,449250.0,4,0,0,1,2,125724,4,0,12,7,4,1,3,4,1,13.015337030575438,16,130121.3125,449250.0,2398.0
Yes,1023,411981.0,4,0,2,1,1,83751,5,0,14,21,2,1,30,2,7,12.928734938056868,8,127812.625,411981.0,7589.0
No,2412,213880.0,2,0,1,0,0,57542,2,0,1,21,0,1,6,0,1,12.27317506457072,5,316051.6,446538.0,85424.0
Yes,257,71396.0,1,0,0,0,1,54240,3,0,12,2,2,1,5,2,3,11.176011130638223,7,324023.85714285716,485834.0,40498.0
Yes,415,325196.0,0,0,1,1,1,197445,4,0,5,10,6,1,29,6,6,12.692186431520991,12,325553.25,468551.0,76921.0
No,2598,58256.0,1,0,3,2,1,47524,1,0,2,4,5,1,21,5,6,10.97261953588173,16,252573.875,460754.0,50792.0
Yes,152,76867.0,0,0,2,2,2,155022,5,0,4,17,4,1,3,4,1,11.249844944052318,14,244110.07142857142,453672.0,4924.0
Yes,2924,81822.0,2,0,3,2,2,57465,1,0,11,13,5,1,18,5,1,11.312313656663084,18,137863.5,394350.0,5688.0
Yes,1580,352371.0,1,0,0,2,1,10557,3,0,18,19,2,1,1,2,1,12.772442714722848,7,282199.14285714284,388315.0,2936.0
Yes,3407,91109.0,1,0,3,0,1,9483,0,0,19,3,4,1,14,4,2,11.419822846707904,6,293241.8333333333,485494.0,50499.0
Yes,2299,242226.0,2,0,0,2,2,130969,0,0,18,2,6,1,23,6,3,12.397630582005164,4,308457.75,392829.0,223688.0
Yes,397,295155.0,4,1,0,1,2,20495,3,0,15,18,2,1,5,2,3,12.595259309108663,4,297368.25,470073.0,24725.0
Yes,1481,67968.0,0,0,1,0,1,115087,0,0,15,14,4,1,1,4,8,11.126806997859351,9,228621.22222222222,478623.0,17044.0
Yes,2888,176928.0,1,0,1,2,1,39386,0,0,9,8,1,1,18,1,3,12.083503801138326,20,125683.15,498758.0,2467.0
Yes,3176,15678.0,1,0,2,0,0,89525,1,0,8,5,4,0,18,4,4,9.66007751636045,10,174641.1,414848.0,14925.0
No,991,439136.0,1,0,2,1,1,95649,0,0,10,1,5,1,15,5,2,12.99256671626563,11,276039.0,494351.0,15128.0
Yes,411,410538.0,1,0,1,2,0,94520,0,0,8,10,5,1,1,5,2,12.925226209451962,4,333135.25,432450.0,191512.0
Yes,2614,185449.0,0,0,0,2,1,3173,3,0,11,17,0,1,19,0,5,12.130540582917737,15,168436.53333333333,473227.0,3384.0
Yes,3394,380899.0,0,0,1,0,1,166462,0,0,19,21,4,1,9,4,5,12.850292152466695,5,181617.8,382207.0,6681.0
Yes,3127,402098.0,1,0,1,2,1,78013,5,0,12,6,5,1,12,5,7,12.904453605938727,11,196121.45454545456,456248.0,8536.0
Yes,3403,387411.0,4,0,2,1,2,23966,2,0,7,12,4,1,3,4,1,12.867244005210969,8,285491.25,468537.0,33982.0
Yes,1811,331775.0,2,0,0,2,2,93045,2,0,1,18,5,1,22,5,2,12.712215321391783,6,326029.8333333333,448939.0,147100.0
Yes,172,439913.0,1,0,3,0,2,50906,3,0,3,8,0,1,8,0,9,12.99433453224526,15,167101.4,439913.0,1486.0
Yes,3033,193592.0,4,0,0,2,1,135260,2,0,13,16,0,1,20,0,1,12.173513296146139,7,91916.85714285714,415297.0,2808.0
Yes,645,462487.0,2,0,1,2,2,69784,1,0,4,3,5,1,26,5,7,13.04437588965207,18,98489.38888888889,466208.0,4874.0
Yes,1415,385544.0,0,0,3,0,1,115079,5,0,10,17,2,1,19,2,2,12.862413196690438,22,152251.45454545456,495303.0,4522.0
No,2322,433024.0,1,1,1,2,2,14165,5,0,6,7,5,1,10,5,5,12.97855074203848,15,150077.93333333332,443484.0,3569.0
Yes,2035,248770.0,4,0,3,1,1,21141,3,0,4,17,3,1,8,3,5,12.424288073568047,9,214451.22222222222,368334.0,22833.0
Yes,1902,228763.0,0,0,2,2,1,164072,0,0,8,5,1,1,28,1,1,12.340446183450783,10,291252.5,465202.0,7316.0
Yes,1440,393265.0,2,0,2,0,1,36297,2,1,14,20,1,1,8,1,4,12.882241506678989,23,166563.52173913043,444897.0,5448.0
No,2481,190988.0,1,0,3,1,1,46450,1,0,18,23,3,1,27,3,2,12.15997111374727,9,261571.22222222222,444123.0,10010.0
Yes,2475,44120.0,0,0,2,0,0,156618,3,0,8,17,6,0,22,6,6,10.694691138568423,11,151127.27272727274,411604.0,6173.0
Yes,1738,196251.0,1,0,0,0,2,130054,3,0,5,15,3,1,1,3,5,12.18715482667553,12,98755.58333333333,405954.0,4477.0
Yes,2008,138648.0,0,0,0,0,2,102839,0,0,14,0,2,1,30,2,7,11.839700838612577,22,152251.45454545456,495303.0,4522.0
Yes,3036,162348.0,1,0,2,2,0,113931,4,0,15,22,5,1,8,5,3,11.997503617980147,17,195174.88235294117,443567.0,6135.0
Yes,3761,348711.0,2,0,1,0,1,141210,2,0,17,1,4,1,2,4,5,12.7620016456076,7,269859.28571428574,412378.0,69090.0
Yes,1961,136438.0,0,0,3,1,2,21673,1,0,4,22,1,1,29,1,4,11.823632907276759,17,120468.0,434918.0,3841.0
Yes,3689,308936.0,0,0,1,2,1,144794,3,0,13,0,3,1,5,3,6,12.640892651597671,8,274712.5,493164.0,19976.0
Yes,3859,130255.0,2,0,3,2,1,181636,2,0,15,4,4,1,11,4,7,11.777257023813759,7,310107.14285714284,451655.0,100463.0
Yes,3517,129023.0,1,0,3,2,1,168582,1,0,9,10,0,1,27,0,1,11.767753712550931,14,210013.64285714287,423695.0,3364.0
Yes,209,440050.0,0,0,3,0,0,18595,5,0,17,22,2,1,9,2,4,12.994645908268414,7,296726.5714285714,445952.0,85486.0
Yes,399,132817.0,4,0,0,2,1,124054,5,0,3,13,4,1,10,4,1,11.796735049008136,12,98976.66666666667,485377.0,3013.0
No,2364,439566.0,4,0,2,0,0,133011,1,1,9,7,3,1,8,3,5,12.993545430449984,15,206090.33333333334,440026.0,4582.0
Yes,370,19656.0,4,0,1,0,2,126114,5,0,11,12,2,0,28,2,5,9.8861887879578,11,89967.54545454546,383041.0,6820.0
Yes,327,395000.0,1,1,1,2,1,136947,3,0,5,11,3,1,11,3,9,12.886643575525625,12,204462.66666666666,395000.0,5836.0
No,3594,81450.0,1,0,2,0,1,89523,2,0,18,23,4,1,11,4,7,11.307756891425665,10,305584.6,485096.0,81450.0
Yes,886,317251.0,1,0,2,2,2,107681,1,0,12,7,3,1,20,3,3,12.66745168973328,6,347443.1666666667,496717.0,117408.0
Yes,704,79498.0,1,0,1,2,0,21100,3,0,19,16,0,1,21,0,7,11.28349972194696,5,181953.8,431724.0,79498.0
Yes,1101,278489.0,2,0,1,2,1,2966,2,0,5,15,5,1,2,5,8,12.537137431062089,9,259228.88888888888,492858.0,7637.0
Yes,714,335591.0,0,0,0,1,0,176669,2,1,12,6,3,1,18,3,9,12.723651415388796,22,173113.77272727274,469171.0,4998.0
Yes,3737,480960.0,1,0,1,2,2,110434,3,0,6,21,4,1,18,4,7,13.083541464719568,19,205624.94736842104,482446.0,4733.0
Yes,1365,182442.0,2,0,2,1,2,53776,2,0,17,15,6,1,20,6,4,12.114193074452773,17,109835.76470588235,482217.0,6571.0
Yes,787,263063.0,4,0,3,0,0,181689,4,0,14,22,5,1,24,5,5,12.480152627563669,15,131482.33333333334,432522.0,2660.0
